11514.3
4848.7
1473.7
1350.1
1250.6
1164.9
1154
1143.6
1130.3
1089.9
1062.3
1021.2
991.5
973.9
890
837.8
744.9
719.5
628.1
613.8
612.1
592.1
591.5
587.2
581.8
578
577.7
547.9
547
532.9
525.1
522.9
520.7
517.1
513.2
508.1
501.1
473.7
453.6
431.5
415.6
414.6
409.3
408.4
404.4
403.7
398.3
361.9
356.4
348.7
345.6
343.3
333.6
326.9
325.2
323.9
317.9
314.4
312.3
311.6
307.7
306.7
301.6
297.4
280.5
273.4
271.6
269.5
268.6
263.9
263.5
257.7
251.9
248.7
246.3
241.8
240.8
240.1
240.1
239.8
235
234.1
233.7
221.1
218.7
215.3
214.4
210.2
210
207.1
203.3
202.4
200.8
199.6
192.3
188.9
188
183.5
181.7
179.5
178.8
175.3
175
174.7
173.3
172
170.6
169
165.2
159.7
158
156.5
156.1
155.3
151.8
147
146.3
145.5
144.6
144.2
142.4
139
137.6
121.4
133.9
131.7
131.2
128.5
126.5
124.5
124.1
123.3
122.5
121.8
120.6
120
119.9
118.4
116.7
116.1
111.8
111.1
110.9
110.6
110.4
109.9
109.4
109.2
108.5
108.4
108.4
106.3
104.8
104.1
103.9
103.7
102.8
102.7
102.6
102
101.7
101.4
101
100
